file,count,avg_viability,avg_circularity,avg_intensity,radius (area / pi),pct_analyzed,background_intenstiy,avg_area
image_225.png,6,0.0,0.50333,82.66,,1.657889679031328,194.59295216648735,4313.0
image_226.png,3,63.6,0.54333,156.9,,1.1018002434492922,208.02982534234792,5732.67
image_227.png,15,14.84,0.542,110.75,,7.977961432506888,205.31699481585727,8301.87
image_228.png,6,80.28,0.54167,152.55,,6.094304567877506,158.30679972661324,15854.33
image_229.png,8,0.0,0.5525,89.85,,3.543340380549683,195.63730583337124,6913.5
image_230.png,7,100.0,0.53429,100.4,,1.7142674098276638,56.96791517755083,3822.57
image_231.png,7,-1.0,-1.0,-1.0,,0.0,180.78113517785934,-1.0
image_232.png,7,-1.0,-1.0,-1.0,,0.0,184.80765805506542,-1.0
image_233.png,7,-1.0,-1.0,-1.0,,0.0,175.34205614148544,-1.0
image_234.png,12,39.01,0.47417,101.08,,6.357934524953553,148.87044373486017,8270.08
image_235.png,4,92.11,0.405,84.21,,1.5106028573259018,73.51809416127442,5894.75
image_236.png,4,-1.0,-1.0,-1.0,,0.0,62.50656310848138,-1.0
image_237.png,10,94.11,0.433,75.26,,6.786277147799346,77.56262082996426,10592.7
image_238.png,9,35.9,0.47778,86.31,,4.197578320199884,141.26263342484077,7280.0
image_239.png,3,88.14,0.53,58.18,,1.7470689986546224,63.66276752003437,9090.0
image_240.png,2,28.1,0.355,83.17,,1.2454993913767698,141.3138971750685,9720.5
image_241.png,1,0.0,0.23,87.57,,0.7525786405279006,205.06708023710704,11747.0
image_242.png,89,70.03,0.46775,154.97,,19.920046127234286,186.9239975308331,3493.62
image_243.png,26,52.25,0.46154,167.83,,14.725478890383753,212.90667326148974,8840.38
image_244.png,82,80.22,0.48585,162.55,,28.630725863284002,187.78645411041379,5449.96
image_245.png,82,-1.0,-1.0,-1.0,,0.0,194.0980600737636,-1.0
image_246.png,6,63.17,0.38,182.84,,1.0837337433531937,219.9360096398404,2819.33
image_247.png,6,-1.0,-1.0,-1.0,,0.0,188.04742563942958,-1.0
image_248.png,6,-1.0,-1.0,-1.0,,0.0,183.2010396478665,-1.0
image_249.png,99,37.63,0.5004,115.49,,19.107950541354345,170.17859111851126,3012.69
image_250.png,6,62.33,0.42,183.87,,1.165865846626946,221.47884319058915,3033.0
image_251.png,67,43.77,0.48821,117.37,,19.260298545710807,167.2179578481648,4487.07
